airline_code,airline_id,source_airport,source_id,destination_airport,destination_id,avg_ticket_price,monthly_passengers,monthly_revenue,operating_cost,profit
FR,4296,MLA,1606,PIK,537,5696,16507,94023872,61115516.800000004,32908355.199999996
FR,4296,MLA,1606,PSA,1562,3048,8634,26316432,17105680.8,9210751.2
FR,4296,MLA,1606,RYG,657,3271,16700,54625700,35506705.0,19118995.0
FR,4296,MLA,1606,STN,548,12589,9353,117744917,76534196.05,41210720.95
FR,4296,MLA,1606,TPS,1515,19033,9103,173257399,112617309.35000001,60640089.64999999
FR,4296,MLA,1606,TRN,1526,14367,5908,84880236,55172153.4,29708082.6
FR,4296,MLA,1606,TSF,1539,4437,14016,62188992,40422844.800000004,21766147.199999996
FR,4296,MLA,1606,WRO,680,9337,17898,167113626,108623856.9,58489769.099999994
FR,4296,MMX,708,AGP,1230,13745,2945,40479025,26311366.25,14167658.75
FR,4296,MMX,708,STN,548,10023,18146,181877358,118220282.7,63657075.3
FR,4296,MPL,1359,CRL,304,11183,12225,136712175,88862913.75,47849261.25
FR,4296,MPL,1359,HHN,355,21128,19672,415630016,270159510.40000004,145470505.59999996
FR,4296,MPL,1359,LBA,517,19644,5929,116469276,75705029.4,40764246.599999994
FR,4296,MRS,1353,AGA,1064,13838,15636,216370968,140641129.20000002,75729838.79999998
FR,4296,MRS,1353,AGP,1230,19734,1093,21569262,14020020.3,7549241.699999999
FR,4296,MRS,1353,BES,1403,10982,10479,115080378,74802245.7,40278132.3
FR,4296,MRS,1353,BOD,1264,20439,12300,251399700,163409805.0,87989895.0
FR,4296,MRS,1353,CAG,1519,11231,5199,58389969,37953479.85,20436489.15
FR,4296,MRS,1353,CHQ,1474,4267,1044,4454748,2895586.2,1559161.7999999998
FR,4296,MRS,1353,CIA,1553,3638,6272,22817536,14831398.4,7986137.6
FR,4296,MRS,1353,CRL,304,21992,5826,128125392,83281504.8,44843887.2
FR,4296,MRS,1353,CTA,1509,5819,19431,113068989,73494842.85000001,39574146.14999999
FR,4296,MRS,1353,EDI,535,4318,12770,55140860,35841559.0,19299301.0
FR,4296,MRS,1353,EIN,585,12115,19612,237599380,154439597.0,83159783.0
FR,4296,MRS,1353,ESU,5671,3014,5649,17026086,11066955.9,5959130.1
FR,4296,MRS,1353,FEZ,1066,15089,11423,172361647,112035070.55,60326576.45
FR,4296,MRS,1353,GSE,691,24719,848,20961712,13625112.8,7336599.199999999
FR,4296,MRS,1353,IBZ,1225,10539,3176,33471864,21756711.6,11715152.399999999
FR,4296,MRS,1353,LIL,1399,3366,7226,24322716,15809765.4,8512950.6
FR,4296,MRS,1353,LIS,1638,18815,19644,369601860,240241209.0,129360651.0
FR,4296,MRS,1353,MAD,1229,10108,18842,190454936,123795708.4,66659227.599999994
FR,4296,MRS,1353,MLA,1606,22893,897,20535021,13347763.65,7187257.35
FR,4296,MRS,1353,NDR,5673,14335,18984,272135640,176888166.0,95247474.0
FR,4296,MRS,1353,NTE,1418,12987,15262,198207594,128834936.10000001,69372657.89999999
FR,4296,MRS,1353,OPO,1636,16398,19931,326828538,212438549.70000002,114389988.29999998
FR,4296,MRS,1353,OUD,1070,23612,9518,224739016,146080360.4,78658655.6
FR,4296,MRS,1353,PMI,3998,21646,10036,217239256,141205516.4,76033739.6
FR,4296,MRS,1353,PMO,1512,24719,7904,195378976,126996334.4,68382641.6
FR,4296,MRS,1353,RAK,1075,13560,17254,233964240,152076756.0,81887484.0
FR,4296,MRS,1353,RBA,1072,12798,13889,177751422,115538424.3,62212997.7
FR,4296,MRS,1353,STN,548,9995,16708,166996460,108547699.0,58448761.0
FR,4296,MRS,1353,SVQ,1253,22658,13907,315104806,204818123.9,110286682.1
FR,4296,MRS,1353,TNG,1080,3810,8098,30853380,20054697.0,10798683.0
FR,4296,MRS,1353,TUF,1376,18725,9945,186220125,121043081.25,65177043.75
FR,4296,MRS,1353,VLC,1246,8721,5717,49857957,32407672.05,17450284.95
FR,4296,MRS,1353,WMI,8414,6871,11051,75931421,49355423.65,26575997.35
FR,4296,MRS,1353,ZAD,1209,20202,19975,403534950,262297717.5,141237232.5
FR,4296,MST,582,ALC,1212,5459,16165,88244735,57359077.75,30885657.25
FR,4296,MST,582,BRI,1501,20082,7489,150394098,97756163.7,52637934.3
FR,4296,MST,582,FAO,1626,23937,19121,457699377,297504595.05,160194781.95
FR,4296,MST,582,GRO,1222,4305,15581,67076205,43599533.25,23476671.75
FR,4296,MST,582,OPO,1636,17087,15128,258492136,168019888.4,90472247.6
FR,4296,MST,582,PMI,3998,5393,17415,93919095,61047411.75,32871683.25
FR,4296,MST,582,TFS,1056,5448,1553,8460744,5499483.600000001,2961260.3999999994
FR,4296,MST,582,TPS,1515,12499,5813,72656687,47226846.550000004,25429840.449999996
FR,4296,NCE,1354,DUB,599,10747,18091,194423977,126375585.05,68048391.95
FR,4296,NCE,1354,SNN,603,9998,4043,40421914,26274244.1,14147669.899999999
FR,4296,NCL,521,DUB,599,20472,11200,229286400,149036160.0,80250240.0
FR,4296,NCL,521,GRO,1222,19066,8010,152718660,99267129.0,53451531.0
FR,4296,NDR,5673,BCN,1218,8425,12578,105969650,68880272.5,37089377.5
FR,4296,NDR,5673,BVA,1367,14651,729,10680579,6942376.350000001,3738202.6499999994
FR,4296,NDR,5673,CRL,304,3180,19196,61043280,39678132.0,21365148.0
FR,4296,NDR,5673,HHN,355,4800,2247,10785600,7010640.0,3774960.0
FR,4296,NDR,5673,MRS,1353,18028,1694,30539432,19850630.8,10688801.2
FR,4296,NOC,600,ACE,1055,9844,7349,72343556,47023311.4,25320244.6
FR,4296,NOC,600,AGP,1230,16536,11655,192727080,125272602.0,67454478.0
FR,4296,NOC,600,ALC,1212,17527,3565,62483755,40614440.75,21869314.25
FR,4296,NOC,600,BRS,490,14320,5253,75222960,48894924.0,26328036.0
FR,4296,NOC,600,EIN,585,10815,11337,122609655,79696275.75,42913379.25
FR,4296,NOC,600,EMA,523,14165,16563,234614895,152499681.75,82115213.25
FR,4296,NOC,600,FAO,1626,21780,9987,217516860,141385959.0,76130901.0
FR,4296,NOC,600,KUN,3956,15196,7930,120504280,78327782.0,42176498.0
FR,4296,NOC,600,LPL,491,12811,11128,142560808,92664525.2,49896282.8
FR,4296,NOC,600,LTN,492,11717,10072,118013624,76708855.60000001,41304768.39999999
FR,4296,NOC,600,STN,548,17014,12535,213270490,138625818.5,74644671.5
FR,4296,NOC,600,TFS,1056,9043,14801,133845443,86999537.95,46845905.05
FR,4296,NRN,4198,ACE,1055,5103,2792,14247576,9260924.4,4986651.6
FR,4296,NRN,4198,AGP,1230,12334,1121,13826414,8987169.1,4839244.9
FR,4296,NRN,4198,AHO,1517,16317,4092,66769164,43399956.6,23369207.4
FR,4296,NRN,4198,ALC,1212,12416,10361,128642176,83617414.4,45024761.599999994
FR,4296,NRN,4198,AOI,4309,9979,2899,28929121,18803928.650000002,10125192.349999998
FR,4296,NRN,4198,BGY,1525,4410,6926,30543660,19853379.0,10690281.0
FR,4296,NRN,4198,BLQ,1538,12150,4528,55015200,35759880.0,19255320.0
FR,4296,NRN,4198,BRI,1501,21150,3787,80095050,52061782.5,28033267.5
FR,4296,NRN,4198,BZR,1360,10453,794,8299682,5394793.3,2904888.7
FR,4296,NRN,4198,CAG,1519,6799,18546,126094254,81961265.10000001,44132988.89999999
FR,4296,NRN,4198,CFU,1460,6911,4332,29938452,19459993.8,10478458.2
FR,4296,NRN,4198,CHQ,1474,13496,16002,215962992,140375944.8,75587047.19999999
FR,4296,NRN,4198,CIA,1553,10241,6449,66044209,42928735.85,23115473.15
FR,4296,NRN,4198,EDI,535,6162,6729,41464098,26951663.7,14512434.3
FR,4296,NRN,4198,FAO,1626,14564,16900,246131600,159985540.0,86146060.0
FR,4296,NRN,4198,FEZ,1066,11256,8818,99255408,64516015.2,34739392.8
FR,4296,NRN,4198,FUE,1051,17397,12498,217427706,141328008.9,76099697.1
FR,4296,NRN,4198,GRO,1222,13683,15013,205422879,133524871.35000001,71898007.64999999
FR,4296,NRN,4198,IBZ,1225,5901,1853,10934553,7107459.45,3827093.55
FR,4296,NRN,4198,LEI,1213,11582,1816,21032912,13671392.8,7361519.199999999
FR,4296,NRN,4198,LPA,1054,9746,3224,31421104,20423717.6,10997386.399999999
FR,4296,NRN,4198,LPP,441,5080,5434,27604720,17943068.0,9661652.0
FR,4296,NRN,4198,OPO,1636,16214,8801,142699414,92754619.10000001,49944794.89999999
FR,4296,NRN,4198,OUD,1070,10525,14785,155612125,101147881.25,54464243.75
FR,4296,NRN,4198,PMI,3998,20126,610,12276860,7979959.0,4296901.0
FR,4296,NRN,4198,PMO,1512,23760,9067,215431920,140030748.0,75401172.0
FR,4296,NRN,4198,PSA,1562,18191,6306,114712446,74563089.9,40149356.099999994
FR,4296,NRN,4198,PSR,1505,23098,8156,188387288,122451737.2,65935550.8
FR,4296,NRN,4198,RAK,1075,7203,14643,105473529,68557793.85000001,36915735.14999999
FR,4296,NRN,4198,RIX,3953,14100,2711,38225100,24846315.0,13378785.0
FR,4296,NRN,4198,SDR,1251,17645,6509,114851305,74653348.25,40197956.75
FR,4296,NRN,4198,SKG,1486,18531,11098,205657038,133677074.7,71979963.3
FR,4296,NRN,4198,STN,548,23359,16226,379023134,246365037.1,132658096.9
FR,4296,NRN,4198,SUF,1508,4118,7989,32898702,21384156.3,11514545.7
FR,4296,NRN,4198,TFS,1056,23347,18647,435351509,282978480.85,152373028.14999998
FR,4296,NRN,4198,TSF,1539,11360,6633,75350880,48978072.0,26372808.0
FR,4296,NRN,4198,VLC,1246,19386,9794,189866484,123413214.60000001,66453269.39999999
FR,4296,NRN,4198,ZAD,1209,23999,1654,39694346,25801324.900000002,13893021.099999998
FR,4296,NTE,1418,DUB,599,22184,893,19810312,12876702.8,6933609.199999999
FR,4296,NTE,1418,FEZ,1066,3262,19034,62088908,40357790.2,21731117.799999997
FR,4296,NTE,1418,MRS,1353,16492,7497,123640524,80366340.60000001,43274183.39999999
FR,4296,NUE,347,AGP,1230,10036,17246,173080856,112502556.4,60578299.599999994
FR,4296,NUE,347,ALC,1212,24089,3011,72531979,47145786.35,25386192.65
FR,4296,NUE,347,STN,548,10514,16034,168581476,109577959.4,59003516.599999994
FR,4296,NYO,699,AGP,1230,13664,19378,264780992,172107644.8,92673347.19999999
FR,4296,NYO,699,AHO,1517,4735,5560,26326600,17112290.0,9214310.0
FR,4296,NYO,699,ALC,1212,9650,12245,118164250,76806762.5,41357487.5
FR,4296,NYO,699,BCN,1218,14860,3426,50910360,33091734.0,17818626.0
FR,4296,NYO,699,BGY,1525,19951,13412,267582812,173928827.8,93653984.19999999
FR,4296,NYO,699,BIQ,1280,11358,10387,117975546,76684104.9,41291441.099999994
FR,4296,NYO,699,BRE,353,20584,1456,29970304,19480697.6,10489606.399999999
FR,4296,NYO,699,BVA,1367,10698,9548,102144504,66393927.6,35750576.4
FR,4296,NYO,699,BZR,1360,8176,19948,163094848,106011651.2,57083196.8
FR,4296,NYO,699,CHQ,1474,22189,6686,148355654,96431175.10000001,51924478.89999999
FR,4296,NYO,699,CIA,1553,4388,12341,54152308,35199000.2,18953307.799999997
FR,4296,NYO,699,CRL,304,18567,18479,343099593,223014735.45000002,120084857.54999998
FR,4296,NYO,699,KRK,669,13900,9997,138958300,90322895.0,48635405.0
FR,4296,NYO,699,MLA,1606,12798,15699,200915802,130595271.3,70320530.7
FR,4296,NYO,699,PFO,1198,12038,4035,48573330,31572664.5,17000665.5
FR,4296,NYO,699,PMI,3998,13954,16967,236757518,153892386.70000002,82865131.29999998
FR,4296,NYO,699,PSA,1562,10555,7360,77684800,50495120.0,27189680.0
FR,4296,NYO,699,RHO,1472,10226,12384,126638784,82315209.60000001,44323574.39999999
FR,4296,NYO,699,RJK,1205,17425,2568,44747400,29085810.0,15661590.0
FR,4296,NYO,699,SKG,1486,16843,10680,179883240,116924106.0,62959134.0
FR,4296,NYO,699,STN,548,11309,16542,187073478,121597760.7,65475717.3
FR,4296,NYO,699,TSF,1539,19153,6070,116258710,75568161.5,40690548.5
FR,4296,NYO,699,WMI,8414,7640,4565,34876600,22669790.0,12206810.0
FR,4296,NYO,699,ZAD,1209,13023,13633,177542559,115402663.35000001,62139895.64999999
FR,4296,OPO,1636,BCN,1218,18156,18022,327207432,212684830.8,114522601.19999999
FR,4296,OPO,1636,BGY,1525,19343,17182,332351426,216028426.9,116322999.1
FR,4296,OPO,1636,BLQ,1538,13864,1153,15985192,10390374.8,5594817.199999999
FR,4296,OPO,1636,BOD,1264,21353,16761,357897633,232633461.45000002,125264171.54999998
FR,4296,OPO,1636,BRE,353,8962,8883,79609446,51746139.9,27863306.1
FR,4296,OPO,1636,BRU,302,6691,19544,130768904,84999787.60000001,45769116.39999999
FR,4296,OPO,1636,BVA,1367,17136,5632,96509952,62731468.800000004,33778483.199999996
FR,4296,OPO,1636,CCF,1352,16977,13708,232720716,151268465.4,81452250.6
FR,4296,OPO,1636,CFE,1330,24128,11921,287629888,186959427.20000002,100670460.79999998
FR,4296,OPO,1636,CIA,1553,21276,14917,317374092,206293159.8,111080932.19999999
FR,4296,OPO,1636,CRL,304,19282,2370,45698340,29703921.0,15994419.0
FR,4296,OPO,1636,DLE,1309,8956,19550,175089800,113808370.0,61281430.0
FR,4296,OPO,1636,DTM,373,12828,13049,167392572,108805171.8,58587400.2
FR,4296,OPO,1636,DUB,599,18838,14199,267480762,173862495.3,93618266.69999999
FR,4296,OPO,1636,EBU,1350,15738,2065,32498970,21124330.5,11374639.5
FR,4296,OPO,1636,EIN,585,12995,15524,201734380,131127347.0,70607033.0
FR,4296,OPO,1636,FAO,1626,17348,16626,288427848,187478101.20000002,100949746.79999998
FR,4296,OPO,1636,FKB,4166,10704,3255,34841520,22646988.0,12194532.0
FR,4296,OPO,1636,FMM,3986,4168,5051,21052568,13684169.200000001,7368398.799999999
FR,4296,OPO,1636,HHN,355,15954,19534,311645436,202569533.4,109075902.6
FR,4296,OPO,1636,LIL,1399,20989,6245,131076305,85199598.25,45876706.75
FR,4296,OPO,1636,LIS,1638,15853,4111,65171683,42361593.95,22810089.049999997
FR,4296,OPO,1636,LPA,1054,15207,4969,75563583,49116328.95,26447254.049999997
FR,4296,OPO,1636,LPL,491,9793,15762,154357266,100332222.9,54025043.099999994
FR,4296,OPO,1636,LRH,6493,18828,15752,296578656,192776126.4,103802529.6
FR,4296,OPO,1636,MAD,1229,4889,1179,5764131,3746685.15,2017445.85
FR,4296,OPO,1636,MRS,1353,14692,12827,188454284,122495284.60000001,65958999.39999999
FR,4296,OPO,1636,MST,582,16855,4451,75021605,48764043.25,26257561.75
FR,4296,OPO,1636,NRN,4198,19968,3920,78274560,50878464.0,27396096.0
FR,4296,OPO,1636,PMI,3998,9291,1360,12635760,8213244.0,4422516.0
FR,4296,OPO,1636,STN,548,20049,13301,266671749,173336636.85,93335112.15
FR,4296,OPO,1636,SXB,1435,21788,893,19456684,12646844.6,6809839.4
FR,4296,OPO,1636,TFS,1056,15370,16124,247825880,161086822.0,86739058.0
FR,4296,OPO,1636,TUF,1376,14523,3256,47286888,30736477.2,16550410.8
FR,4296,OPO,1636,VLC,1246,21029,3270,68764830,44697139.5,24067690.5
FR,4296,OPO,1636,XCR,1374,21715,3236,70269740,45675331.0,24594409.0
FR,4296,ORK,596,ACE,1055,3137,19571,61394227,39906247.550000004,21487979.449999996
FR,4296,ORK,596,AGP,1230,16114,13261,213687754,138897040.1,74790713.9
FR,4296,ORK,596,EMA,523,18673,10100,188597300,122588245.0,66009055.0
FR,4296,ORK,596,FAO,1626,13642,1731,23614302,15349296.3,8265005.699999999
FR,4296,ORK,596,FUE,1051,24987,17649,440995563,286647115.95,154348447.05
FR,4296,ORK,596,GDN,668,6764,17641,119323724,77560420.60000001,41763303.39999999
FR,4296,ORK,596,LGW,502,23080,12840,296347200,192625680.0,103721520.0
FR,4296,ORK,596,LPA,1054,7522,9522,71624484,46555914.6,25068569.4
FR,4296,ORK,596,LPL,491,21073,17938,378007474,245704858.1,132302615.9
FR,4296,ORK,596,PMI,3998,10738,13577,145789826,94763386.9,51026439.099999994
FR,4296,ORK,596,STN,548,11664,8801,102654864,66725661.6,35929202.4
FR,4296,ORK,596,TFS,1056,13885,11416,158511160,103032254.0,55478906.0
FR,4296,ORK,596,VNO,3959,13928,874,12173072,7912496.8,4260575.2
FR,4296,ORK,596,WRO,680,3410,17684,60302440,39196586.0,21105854.0
FR,4296,OSI,1202,STN,548,16207,8830,143107810,93020076.5,50087733.5
FR,4296,OSR,1582,STN,548,16405,7833,128500365,83525237.25,44975127.75
FR,4296,OTP,1657,DUB,599,3470,6206,21534820,13997633.0,7537187.0
FR,4296,OTP,1657,STN,548,7383,7787,57491421,37369423.65,20121997.35
FR,4296,OUD,1070,BVA,1367,19563,19042,372518646,242137119.9,130381526.1
FR,4296,OUD,1070,CRL,304,8182,4565,37350830,24278039.5,13072790.5
FR,4296,OUD,1070,MRS,1353,19189,10170,195152130,126848884.5,68303245.5
FR,4296,OUD,1070,NRN,4198,7917,6508,51523836,33490493.400000002,18033342.599999998
FR,4296,PDV,1193,HHN,355,18852,16103,303573756,197322941.4,106250814.6
FR,4296,PDV,1193,STN,548,19719,15892,313374348,203693326.20000002,109681021.79999998
FR,4296,PEG,1567,CAG,1519,5439,5659,30779301,20006545.650000002,10772755.349999998
FR,4296,PEG,1567,CRL,304,5428,17708,96119024,62477365.6,33641658.4
FR,4296,PEG,1567,STN,548,13205,12045,159054225,103385246.25,55668978.75
FR,4296,PEG,1567,TPS,1515,3260,8286,27012360,17558034.0,9454326.0
FR,4296,PFO,1198,ATH,3941,19898,18822,374520156,243438101.4,131082054.6
FR,4296,PFO,1198,CHQ,1474,3750,7791,29216250,18990562.5,10225687.5
FR,4296,PFO,1198,CRL,304,18061,16947,306079767,198951848.55,107127918.44999999
FR,4296,PFO,1198,GPA,1473,15094,6303,95137482,61839363.300000004,33298118.699999996
FR,4296,PFO,1198,KRK,669,13182,13668,180171576,117111524.4,63060051.599999994
FR,4296,PFO,1198,KUN,3956,9424,4148,39090752,25408988.8,13681763.2
FR,4296,PFO,1198,MAN,478,13130,19321,253684730,164895074.5,88789655.5
FR,4296,PFO,1198,NYO,699,17259,1230,21228570,13798570.5,7429999.5
FR,4296,PFO,1198,SKG,1486,11043,4504,49737672,32329486.8,17408185.2
FR,4296,PFO,1198,STN,548,15918,5612,89331816,58065680.4,31266135.6
FR,4296,PGF,1356,CRL,304,9171,15535,142471485,92606465.25,49865019.75
FR,4296,PGF,1356,STN,548,18598,3974,73908452,48040493.800000004,25867958.199999996
FR,4296,PIK,537,ACE,1055,12029,12202,146777858,95405607.7,51372250.3
FR,4296,PIK,537,AGP,1230,22222,15787,350818714,228032164.1,122786549.9
FR,4296,PIK,537,ALC,1212,6249,617,3855633,2506161.45,1349471.5499999998
FR,4296,PIK,537,BCN,1218,6835,13884,94897140,61683141.0,33213999.0
FR,4296,PIK,537,CCF,1352,22690,18315,415567350,270118777.5,145448572.5
FR,4296,PIK,537,CFU,1460,10792,18312,197623104,128455017.60000001,69168086.39999999
FR,4296,PIK,537,CIA,1553,19678,12677,249458006,162147703.9,87310302.1
FR,4296,PIK,537,DUB,599,8144,5335,43448240,28241356.0,15206884.0
FR,4296,PIK,537,FAO,1626,16160,1013,16370080,10640552.0,5729528.0
FR,4296,PIK,537,FUE,1051,22598,10635,240329730,156214324.5,84115405.5
FR,4296,PIK,537,IBZ,1225,19611,9310,182578410,118675966.5,63902443.5
FR,4296,PIK,537,LDY,468,9721,15932,154874972,100668731.8,54206240.2
FR,4296,PIK,537,LPA,1054,12047,3046,36695162,23851855.3,12843306.7
FR,4296,PIK,537,MJV,1227,24001,16369,392872369,255367039.85,137505329.15
FR,4296,PIK,537,MLA,1606,8051,3150,25360650,16484422.5,8876227.5
FR,4296,PIK,537,PMI,3998,13386,19159,256462374,166700543.1,89761830.9
FR,4296,PIK,537,REU,1236,9790,8514,83352060,54178839.0,29173221.0
FR,4296,PIK,537,RIX,3953,22579,7600,171600400,111540260.0,60060140.0
FR,4296,PIK,537,TFS,1056,18916,14248,269515168,175184859.20000002,94330308.79999998
FR,4296,PIK,537,WMI,8414,18556,12280,227867680,148113992.0,79753688.0
FR,4296,PIK,537,WRO,680,15068,7298,109966264,71478071.60000001,38488192.39999999
FR,4296,PIS,1268,SNN,603,9772,6637,64856764,42156896.6,22699867.4
FR,4296,PIS,1268,STN,548,7426,16293,120991818,78644681.7,42347136.3
FR,4296,PMF,1531,AHO,1517,10562,12264,129532368,84196039.2,45336328.8
FR,4296,PMF,1531,CAG,1519,23584,710,16744640,10884016.0,5860624.0
FR,4296,PMF,1531,STN,548,9226,18770,173172020,112561813.0,60610207.0
FR,4296,PMF,1531,TPS,1515,8750,16367,143211250,93087312.5,50123937.5
FR,4296,PMI,3998,AAR,607,13376,17628,235792128,153264883.20000002,82527244.79999998
FR,4296,PMI,3998,AGP,1230,22160,9166,203118560,132027064.0,71091496.0
FR,4296,PMI,3998,BCN,1218,5895,4891,28832445,18741089.25,10091355.75
FR,4296,PMI,3998,BGY,1525,9174,17987,165012738,107258279.7,57754458.3
FR,4296,PMI,3998,BHX,469,19973,12306,245787738,159762029.70000002,86025708.29999998
FR,4296,PMI,3998,BLL,608,4312,5556,23957472,15572356.8,8385115.199999999
FR,4296,PMI,3998,BLQ,1538,20173,11516,232312268,151002974.20000002,81309293.79999998
FR,4296,PMI,3998,BOH,494,24049,7290,175317210,113956186.5,61361023.5
FR,4296,PMI,3998,BRE,353,9791,4798,46977218,30535191.7,16442026.3
FR,4296,PMI,3998,BRS,490,15106,15783,238417998,154971698.70000002,83446299.29999998
FR,4296,PMI,3998,BRU,302,15866,14998,237958268,154672874.20000002,83285393.79999998
FR,4296,PMI,3998,BTS,1745,21717,6478,140682726,91443771.9,49238954.099999994
FR,4296,PMI,3998,BVA,1367,21604,10639,229844956,149399221.4,80445734.6
FR,4296,PMI,3998,CGN,344,5245,18590,97504550,63377957.5,34126592.5
FR,4296,PMI,3998,CIA,1553,19970,9995,199600150,129740097.5,69860052.5
FR,4296,PMI,3998,CRL,304,24313,19531,474857203,308657181.95,166200021.05
FR,4296,PMI,3998,DTM,373,18821,19319,363602899,236341884.35,127261014.65
FR,4296,PMI,3998,DUB,599,23599,3637,85829563,55789215.95,30040347.049999997
FR,4296,PMI,3998,EDI,535,17513,16141,282677333,183740266.45000002,98937066.54999998
FR,4296,PMI,3998,EIN,585,12639,7704,97370856,63291056.4,34079799.6
FR,4296,PMI,3998,EMA,523,16578,9107,150975846,98134299.9,52841546.099999994
FR,4296,PMI,3998,FKB,4166,3580,16965,60734700,39477555.0,21257145.0
FR,4296,PMI,3998,FMM,3986,16860,2363,39840180,25896117.0,13944063.0
FR,4296,PMI,3998,GRO,1222,5353,1272,6809016,4425860.4,2383155.5999999996
FR,4296,PMI,3998,GRQ,586,24315,4090,99448350,64641427.5,34806922.5
FR,4296,PMI,3998,GSE,691,11315,11564,130846660,85050329.0,45796331.0
FR,4296,PMI,3998,HHN,355,12436,13566,168706776,109659404.4,59047371.599999994
FR,4296,PMI,3998,KUN,3956,21827,1112,24271624,15776555.6,8495068.4
FR,4296,PMI,3998,LBA,517,6239,4016,25055824,16286285.6,8769538.4
FR,4296,PMI,3998,LBC,364,15010,10771,161672710,105087261.5,56585448.5
FR,4296,PMI,3998,LPL,491,21426,17097,366320322,238108209.3,128212112.69999999
FR,4296,PMI,3998,MAD,1229,9921,6082,60339522,39220689.300000004,21118832.699999996
FR,4296,PMI,3998,MAN,478,23875,6497,155115875,100825318.75,54290556.25
FR,4296,PMI,3998,MRS,1353,5095,6856,34931320,22705358.0,12225962.0
FR,4296,PMI,3998,MST,582,14869,12446,185059574,120288723.10000001,64770850.89999999
FR,4296,PMI,3998,NRN,4198,10679,19148,204481492,132912969.80000001,71568522.19999999
FR,4296,PMI,3998,NYO,699,15054,12556,189018024,122861715.60000001,66156308.39999999
FR,4296,PMI,3998,OPO,1636,8266,13505,111632330,72561014.5,39071315.5
FR,4296,PMI,3998,ORK,596,8310,5879,48854490,31755418.5,17099071.5
FR,4296,PMI,3998,PIK,537,18072,2198,39722256,25819466.400000002,13902789.599999998
FR,4296,PMI,3998,REU,1236,19805,11927,236214235,153539252.75,82674982.25
FR,4296,PMI,3998,RYG,657,5624,13976,78601024,51090665.6,27510358.4
FR,4296,PMI,3998,SCQ,1243,19374,761,14743614,9583349.1,5160264.9
FR,4296,PMI,3998,SDR,1251,7488,11471,85894848,55831651.2,30063196.799999997
FR,4296,PMI,3998,SNN,603,22832,6418,146535776,95248254.4,51287521.599999994
FR,4296,PMI,3998,STN,548,12325,19630,241939750,157260837.5,84678912.5
FR,4296,PMI,3998,SVQ,1253,6233,19537,121774121,79153178.65,42620942.349999994
FR,4296,PMI,3998,VLC,1246,6016,12409,74652544,48524153.6,26128390.4
FR,4296,PMI,3998,WMI,8414,9057,9060,82056420,53336673.0,28719747.0
FR,4296,PMO,1512,BGY,1525,17314,17573,304258922,197768299.3,106490622.69999999
FR,4296,PMO,1512,BLQ,1538,23211,17304,401643144,261068043.6,140575100.4
FR,4296,PMO,1512,FCO,1555,10168,10601,107790968,70064129.2,37726838.8
FR,4296,PMO,1512,MAD,1229,19572,3213,62884836,40875143.4,22009692.6
FR,4296,PMO,1512,MRS,1353,24879,6165,153379035,99696372.75,53682662.25
FR,4296,PMO,1512,NRN,4198,8087,7800,63078600,41001090.0,22077510.0
FR,4296,PMO,1512,PSA,1562,3711,5512,20455032,13295770.8,7159261.199999999
FR,4296,PMO,1512,STN,548,20997,13693,287511921,186882748.65,100629172.35
FR,4296,PMO,1512,SVQ,1253,4178,7648,31953344,20769673.6,11183670.399999999
FR,4296,PMO,1512,TSF,1539,20723,13680,283490640,184268916.0,99221724.0
FR,4296,POZ,674,BRS,490,16795,1696,28484320,18514808.0,9969512.0
FR,4296,POZ,674,CIA,1553,22088,16199,357803512,232572282.8,125231229.19999999
FR,4296,POZ,674,DUB,599,4712,16379,77177848,50165601.2,27012246.799999997
FR,4296,POZ,674,EDI,535,4091,3437,14060767,9139498.55,4921268.449999999
FR,4296,POZ,674,GRO,1222,11172,5751,64250172,41762611.800000004,22487560.199999996
FR,4296,POZ,674,LPL,491,5326,16291,86765866,56397812.9,30368053.1
FR,4296,POZ,674,RYG,657,19806,10094,199921764,129949146.60000001,69972617.39999999
FR,4296,POZ,674,STN,548,19999,5827,116534173,75747212.45,40786960.55
FR,4296,PRG,1587,DUB,599,5270,6690,35256300,22916595.0,12339705.0
FR,4296,PRG,1587,STN,548,11389,19920,226868880,147464772.0,79404108.0
FR,4296,PSA,1562,AHO,1517,7985,11994,95772090,62251858.5,33520231.5
FR,4296,PSA,1562,BDS,1506,18752,13237,248220224,161343145.6,86877078.4
FR,4296,PSA,1562,BLL,608,10222,3090,31585980,20530887.0,11055093.0
FR,4296,PSA,1562,BOH,494,5501,6705,36884205,23974733.25,12909471.75
FR,4296,PSA,1562,BRI,1501,8941,8514,76123674,49480388.1,26643285.9
FR,4296,PSA,1562,BUD,1489,13122,510,6692220,4349943.0,2342277.0
FR,4296,PSA,1562,BVA,1367,3003,7238,21735714,14128214.1,7607499.9
FR,4296,PSA,1562,CAG,1519,22512,4530,101979360,66286584.0,35692776.0
FR,4296,PSA,1562,CIY,9327,20306,10880,220929280,143604032.0,77325248.0
FR,4296,PSA,1562,CRL,304,15484,14559,225431556,146530511.4,78901044.6
FR,4296,PSA,1562,DUB,599,22985,13360,307079600,199601740.0,107477860.0
FR,4296,PSA,1562,EDI,535,10165,9347,95012255,61757965.75,33254289.25
FR,4296,PSA,1562,EIN,585,4405,1750,7708750,5010687.5,2698062.5
